Groups:
card[7:0] =, card[7], card[6], card[5], card[4], card[3], card[2], card[1], card[0], ,
LCD_inst/DOUT[7:0] =, LCD_inst/DOUT[7], LCD_inst/DOUT[6], LCD_inst/DOUT[5], LCD_inst/DOUT[4], LCD_inst/DOUT[3], LCD_inst/DOUT[2], LCD_inst/DOUT[1], LCD_inst/DOUT[0], ,
ran[10:0] =, ran[10], ran[9], ran[8], ran[7], ran[6], ran[5], ran[4], ran[3], ran[2], ran[1], ran[0], ,
reg_a[8:0] =, reg_a[8], reg_a[7], reg_a[6], reg_a[5], reg_a[4], reg_a[3], reg_a[2], reg_a[1], reg_a[0], ,

Data:
time unit: us, card[7:0], card[7], card[6], card[5], card[4], card[3], card[2], card[1], card[0], LCD_inst/DOUT[7:0], LCD_inst/DOUT[7], LCD_inst/DOUT[6], LCD_inst/DOUT[5], LCD_inst/DOUT[4], LCD_inst/DOUT[3], LCD_inst/DOUT[2], LCD_inst/DOUT[1], LCD_inst/DOUT[0], ran[10:0], ran[10], ran[9], ran[8], ran[7], ran[6], ran[5], ran[4], ran[3], ran[2], ran[1], ran[0], reg_a[8:0], reg_a[8], reg_a[7], reg_a[6], reg_a[5], reg_a[4], reg_a[3], reg_a[2], reg_a[1], reg_a[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
195, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
196, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
197, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
198, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
199, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
200, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
201, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
202, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
203, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
204, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
205, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
206, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
207, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
208, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
209, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
210, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
211, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
212, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
213, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
214, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
215, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
216, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
217, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
218, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
219, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
220, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
221, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
222, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
223, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
224, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
225, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
226, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
227, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
228, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
229, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
230, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
231, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
232, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
233, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
234, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
235, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
236, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
237, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
238, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
239, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
240, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
241, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
242, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
243, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
244, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
245, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
246, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
247, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
248, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
249, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
250, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
251, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
252, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
253, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
254, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
255, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
256, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
257, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
258, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
259, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
260, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
261, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
262, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
263, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
264, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
265, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
266, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
267, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
268, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
269, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
270, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
271, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
272, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
273, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
274, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
275, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
276, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
277, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
278, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
279, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
280, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
281, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
282, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
283, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
284, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
285, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
286, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
287, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
288, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
289, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
290, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
291, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
292, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
293, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
294, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
295, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
296, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
297, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
298, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
299, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
300, 36, 0, 0, 1, 1, 0, 1, 1, 0, 36, 0, 0, 1, 1, 0, 1, 1, 0, 526, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0D5, 0, 1, 1, 0, 1, 0, 1, 0, 1,
